origCtryISO3,origCtryName,destCtryISO3,destCtryName,month,year,nonStopVol,totalVol
PAK,Pakistan,ARE,United Arab Emirates,1,2010,85222,88939
PAK,Pakistan,SAU,Saudi Arabia,1,2010,51111,70935
PAK,Pakistan,GBR,United Kingdom,1,2010,29213,40459
PAK,Pakistan,OMN,Oman,1,2010,10083,11883
PAK,Pakistan,USA,United States,1,2010,566,10891
PAK,Pakistan,KWT,Kuwait,1,2010,5880,8459
PAK,Pakistan,CAN,Canada,1,2010,4056,7713
PAK,Pakistan,DEU,Germany,1,2010,981,6802
PAK,Pakistan,ITA,Italy,1,2010,3072,6473
PAK,Pakistan,THA,Thailand,1,2010,5770,6257
PAK,Pakistan,QAT,Qatar,1,2010,3360,5427
PAK,Pakistan,BHR,Bahrain,1,2010,1811,4611
PAK,Pakistan,CHN,China,1,2010,2031,4458
PAK,Pakistan,MYS,Malaysia,1,2010,1855,4137
PAK,Pakistan,SYR,Syria,1,2010,0,4052
PAK,Pakistan,BGD,Bangladesh,1,2010,3205,3456
PAK,Pakistan,AUS,Australia,1,2010,0,2709
PAK,Pakistan,ESP,Spain,1,2010,2233,2640
PAK,Pakistan,AFG,Afghanistan,1,2010,2292,2435
PAK,Pakistan,IND,India,1,2010,2077,2308
PAK,Pakistan,NLD,Netherlands,1,2010,1568,2062
PAK,Pakistan,FRA,France,1,2010,1480,2049
PAK,Pakistan,NOR,Norway,1,2010,1657,1957
PAK,Pakistan,DNK,Denmark,1,2010,1519,1816
PAK,Pakistan,HKG,Hong Kong (SAR),1,2010,1305,1743
PAK,Pakistan,SGP,Singapore,1,2010,759,1667
PAK,Pakistan,ZAF,South Africa,1,2010,0,1654
PAK,Pakistan,GRC,Greece,1,2010,0,1509
PAK,Pakistan,LKA,Sri Lanka,1,2010,1256,1400
PAK,Pakistan,IRN,Iran,1,2010,797,1224
PAK,Pakistan,JPN,Japan,1,2010,624,1208
PAK,Pakistan,TUR,Turkey,1,2010,444,1070
PAK,Pakistan,EGY,Egypt,1,2010,0,1013
PAK,Pakistan,KOR,Korea (South),1,2010,0,755
PAK,Pakistan,SWE,Sweden,1,2010,0,718
PAK,Pakistan,KEN,Kenya,1,2010,0,666
PAK,Pakistan,NPL,Nepal,1,2010,583,628
PAK,Pakistan,SDN,Sudan,1,2010,0,553
PAK,Pakistan,IRL,Ireland,1,2010,0,509
PAK,Pakistan,TZA,Tanzania,1,2010,0,500
PAK,Pakistan,CHE,Switzerland,1,2010,0,480
PAK,Pakistan,IDN,Indonesia,1,2010,0,419
PAK,Pakistan,BEL,Belgium,1,2010,0,332
PAK,Pakistan,JOR,Jordan,1,2010,0,325
PAK,Pakistan,PHL,Philippines,1,2010,0,316
PAK,Pakistan,YEM,Yemen,1,2010,0,285
PAK,Pakistan,NGA,Nigeria,1,2010,0,253
PAK,Pakistan,CYP,Cyprus,1,2010,0,237
PAK,Pakistan,UGA,Uganda,1,2010,0,236
PAK,Pakistan,NZL,New Zealand,1,2010,0,182
PAK,Pakistan,AGO,Angola,1,2010,0,148
PAK,Pakistan,AUT,Austria,1,2010,0,147
PAK,Pakistan,LBN,Lebanon,1,2010,0,147
PAK,Pakistan,LBY,Libya,1,2010,0,144
PAK,Pakistan,IRQ,Iraq,1,2010,0,121
PAK,Pakistan,ETH,Ethiopia,1,2010,0,117
PAK,Pakistan,RUS,Russia,1,2010,0,109
PAK,Pakistan,BWA,Botswana,1,2010,0,99
PAK,Pakistan,AZE,Azerbaijan,1,2010,0,93
PAK,Pakistan,DZA,Algeria,1,2010,0,93
PAK,Pakistan,VNM,Viet Nam,1,2010,0,92
PAK,Pakistan,BRA,Brazil,1,2010,0,75
PAK,Pakistan,MDV,Maldives,1,2010,0,71
PAK,Pakistan,PRT,Portugal,1,2010,0,64
PAK,Pakistan,MAR,Morocco,1,2010,0,59
PAK,Pakistan,TWN,Taiwan,1,2010,0,57
PAK,Pakistan,FIN,Finland,1,2010,0,57
PAK,Pakistan,CIV,Cote D'Ivoire,1,2010,0,53
PAK,Pakistan,TUN,Tunisia,1,2010,0,49
PAK,Pakistan,MMR,Myanmar,1,2010,0,48
PAK,Pakistan,MOZ,Mozambique,1,2010,0,44
PAK,Pakistan,KGZ,Kyrgyzstan,1,2010,0,39
PAK,Pakistan,ROU,Romania,1,2010,0,35
PAK,Pakistan,UZB,Uzbekistan,1,2010,29,34
PAK,Pakistan,HUN,Hungary,1,2010,0,32
PAK,Pakistan,KHM,Cambodia,1,2010,0,30
PAK,Pakistan,KAZ,Kazakhstan,1,2010,0,29
PAK,Pakistan,CZE,Czech Republic,1,2010,0,28
PAK,Pakistan,BRN,Brunei Darussalam,1,2010,0,26
PAK,Pakistan,GHA,Ghana,1,2010,0,26
PAK,Pakistan,BGR,Bulgaria,1,2010,0,26
PAK,Pakistan,POL,Poland,1,2010,0,24
PAK,Pakistan,DJI,Djibouti,1,2010,0,22
PAK,Pakistan,ZWE,Zimbabwe,1,2010,0,21
PAK,Pakistan,CHL,Chile,1,2010,0,21
PAK,Pakistan,MUS,Mauritius,1,2010,0,17
PAK,Pakistan,ZMB,Zambia,1,2010,0,15
PAK,Pakistan,SYC,Seychelles,1,2010,0,15
PAK,Pakistan,MDG,Madagascar,1,2010,0,15
PAK,Pakistan,SWZ,Swaziland,1,2010,0,14
PAK,Pakistan,MLT,Malta,1,2010,0,13
PAK,Pakistan,ALB,Albania,1,2010,0,13
PAK,Pakistan,UKR,Ukraine,1,2010,0,12
PAK,Pakistan,VIR,Virgin Islands (US),1,2010,0,11
PAK,Pakistan,GEO,Georgia,1,2010,0,9
PAK,Pakistan,SEN,Senegal,1,2010,0,9
PAK,Pakistan,GIN,Guinea,1,2010,0,8
PAK,Pakistan,BLR,Belarus,1,2010,0,8
PAK,Pakistan,TTO,Trinidad-Tobago,1,2010,0,6
PAK,Pakistan,MEX,Mexico,1,2010,0,5
PAK,Pakistan,CUB,Cuba,1,2010,0,5
PAK,Pakistan,PRI,Puerto Rico,1,2010,0,4
PAK,Pakistan,ERI,Eritrea,1,2010,0,4
PAK,Pakistan,HRV,Croatia,1,2010,0,4
PAK,Pakistan,TCD,Chad,1,2010,0,4
PAK,Pakistan,SRB,Serbia,1,2010,0,4
PAK,Pakistan,SSD,South Sudan,1,2010,0,4
PAK,Pakistan,LSO,Lesotho,1,2010,0,4
PAK,Pakistan,LTU,Lithuania,1,2010,0,4
PAK,Pakistan,CMR,Cameroon,1,2010,0,4
PAK,Pakistan,MWI,Malawi,1,2010,0,3
PAK,Pakistan,PNG,Papua New Guinea,1,2010,0,3
PAK,Pakistan,MDA,Moldova,1,2010,0,3
PAK,Pakistan,SOM,Somalia,1,2010,0,2
PAK,Pakistan,BIH,Bosnia-Herzegovina,1,2010,0,2
PAK,Pakistan,BRB,Barbados,1,2010,0,2
PAK,Pakistan,BEN,Benin,1,2010,0,2
PAK,Pakistan,LAO,Laos,1,2010,0,2
PAK,Pakistan,PAN,Panama,1,2010,0,2
PAK,Pakistan,PER,Peru,1,2010,0,2
PAK,Pakistan,MRT,Mauritania,1,2010,0,2
PAK,Pakistan,BMU,Bermuda,1,2010,0,2
PAK,Pakistan,ARG,Argentina,1,2010,0,2
PAK,Pakistan,LBR,Liberia,1,2010,0,2
PAK,Pakistan,GTM,Guatemala,1,2010,0,2
PAK,Pakistan,NAM,Namibia,1,2010,0,1
PAK,Pakistan,COG,Congo (Brazzaville),1,2010,0,1
PAK,Pakistan,HTI,Haiti,1,2010,0,1
PAK,Pakistan,ARE,United Arab Emirates,2,2010,72161,74668
PAK,Pakistan,SAU,Saudi Arabia,2,2010,42508,62175
PAK,Pakistan,GBR,United Kingdom,2,2010,27624,35266
PAK,Pakistan,OMN,Oman,2,2010,8792,10385
PAK,Pakistan,USA,United States,2,2010,914,9973
PAK,Pakistan,KWT,Kuwait,2,2010,4735,7199
PAK,Pakistan,CAN,Canada,2,2010,3092,5848
PAK,Pakistan,ITA,Italy,2,2010,2556,5263
PAK,Pakistan,MYS,Malaysia,2,2010,1579,4568
PAK,Pakistan,THA,Thailand,2,2010,3895,4380
PAK,Pakistan,QAT,Qatar,2,2010,2965,4131
PAK,Pakistan,BHR,Bahrain,2,2010,1402,3875
PAK,Pakistan,DEU,Germany,2,2010,817,3513
PAK,Pakistan,CHN,China,2,2010,1770,3237
PAK,Pakistan,SYR,Syria,2,2010,0,3031
PAK,Pakistan,BGD,Bangladesh,2,2010,2458,2703
PAK,Pakistan,ESP,Spain,2,2010,2024,2619
PAK,Pakistan,AUS,Australia,2,2010,0,2562
PAK,Pakistan,IND,India,2,2010,2004,2282
PAK,Pakistan,AFG,Afghanistan,2,2010,2108,2259
PAK,Pakistan,HKG,Hong Kong (SAR),2,2010,1266,1661
PAK,Pakistan,FRA,France,2,2010,1027,1566
PAK,Pakistan,GRC,Greece,2,2010,0,1554
PAK,Pakistan,NOR,Norway,2,2010,1269,1500
PAK,Pakistan,NLD,Netherlands,2,2010,1208,1441
PAK,Pakistan,DNK,Denmark,2,2010,1182,1375
PAK,Pakistan,ZAF,South Africa,2,2010,0,1328
PAK,Pakistan,SGP,Singapore,2,2010,308,1314
PAK,Pakistan,TUR,Turkey,2,2010,391,1265
PAK,Pakistan,LKA,Sri Lanka,2,2010,941,1121
PAK,Pakistan,IRN,Iran,2,2010,630,1060
PAK,Pakistan,JPN,Japan,2,2010,513,927
PAK,Pakistan,EGY,Egypt,2,2010,0,875
PAK,Pakistan,KOR,Korea (South),2,2010,0,804
PAK,Pakistan,NPL,Nepal,2,2010,611,680
PAK,Pakistan,IDN,Indonesia,2,2010,0,525
PAK,Pakistan,JOR,Jordan,2,2010,0,437
PAK,Pakistan,SDN,Sudan,2,2010,0,431
PAK,Pakistan,CHE,Switzerland,2,2010,0,396
PAK,Pakistan,RUS,Russia,2,2010,0,382
PAK,Pakistan,TZA,Tanzania,2,2010,0,375
PAK,Pakistan,KEN,Kenya,2,2010,0,331
PAK,Pakistan,IRL,Ireland,2,2010,0,331
PAK,Pakistan,UZB,Uzbekistan,2,2010,265,325
PAK,Pakistan,SWE,Sweden,2,2010,0,317
PAK,Pakistan,PHL,Philippines,2,2010,0,267
PAK,Pakistan,NZL,New Zealand,2,2010,0,246
PAK,Pakistan,BEL,Belgium,2,2010,0,241
PAK,Pakistan,LBN,Lebanon,2,2010,0,231
PAK,Pakistan,NGA,Nigeria,2,2010,0,208
PAK,Pakistan,YEM,Yemen,2,2010,0,191
PAK,Pakistan,UGA,Uganda,2,2010,0,163
PAK,Pakistan,LBY,Libya,2,2010,0,158
PAK,Pakistan,IRQ,Iraq,2,2010,0,154
PAK,Pakistan,AUT,Austria,2,2010,0,128
PAK,Pakistan,CYP,Cyprus,2,2010,0,113
PAK,Pakistan,BWA,Botswana,2,2010,0,112
PAK,Pakistan,KAZ,Kazakhstan,2,2010,0,97
PAK,Pakistan,AZE,Azerbaijan,2,2010,0,89
PAK,Pakistan,PRT,Portugal,2,2010,0,78
PAK,Pakistan,AGO,Angola,2,2010,0,67
PAK,Pakistan,MOZ,Mozambique,2,2010,0,64
PAK,Pakistan,CZE,Czech Republic,2,2010,0,61
PAK,Pakistan,ETH,Ethiopia,2,2010,0,54
PAK,Pakistan,MDV,Maldives,2,2010,0,49
PAK,Pakistan,TWN,Taiwan,2,2010,0,49
PAK,Pakistan,CIV,Cote D'Ivoire,2,2010,0,43
PAK,Pakistan,DJI,Djibouti,2,2010,0,43
PAK,Pakistan,MMR,Myanmar,2,2010,0,42
PAK,Pakistan,MUS,Mauritius,2,2010,0,34
PAK,Pakistan,VNM,Viet Nam,2,2010,0,34
PAK,Pakistan,UKR,Ukraine,2,2010,0,33
PAK,Pakistan,FIN,Finland,2,2010,0,33
PAK,Pakistan,HUN,Hungary,2,2010,0,32
PAK,Pakistan,MAR,Morocco,2,2010,0,30
PAK,Pakistan,TUN,Tunisia,2,2010,0,28
PAK,Pakistan,GHA,Ghana,2,2010,0,28
PAK,Pakistan,KHM,Cambodia,2,2010,0,26
PAK,Pakistan,DZA,Algeria,2,2010,0,26
PAK,Pakistan,ROU,Romania,2,2010,0,25
PAK,Pakistan,BLR,Belarus,2,2010,0,23
PAK,Pakistan,BRA,Brazil,2,2010,0,21
PAK,Pakistan,SWZ,Swaziland,2,2010,0,21
PAK,Pakistan,CHL,Chile,2,2010,0,21
PAK,Pakistan,GIN,Guinea,2,2010,0,18
PAK,Pakistan,LSO,Lesotho,2,2010,0,18
PAK,Pakistan,SEN,Senegal,2,2010,0,16
PAK,Pakistan,KGZ,Kyrgyzstan,2,2010,0,15
PAK,Pakistan,POL,Poland,2,2010,0,12
PAK,Pakistan,ALB,Albania,2,2010,0,12
PAK,Pakistan,SRB,Serbia,2,2010,0,12
PAK,Pakistan,DOM,Dominican Rep,2,2010,0,11
PAK,Pakistan,SYC,Seychelles,2,2010,0,11
PAK,Pakistan,ECU,Ecuador,2,2010,0,10
PAK,Pakistan,GEO,Georgia,2,2010,0,9
PAK,Pakistan,ZWE,Zimbabwe,2,2010,0,7
PAK,Pakistan,ARG,Argentina,2,2010,0,7
PAK,Pakistan,FJI,Fiji,2,2010,0,6
PAK,Pakistan,TCD,Chad,2,2010,0,6
PAK,Pakistan,BIH,Bosnia-Herzegovina,2,2010,0,6
PAK,Pakistan,RWA,Rwanda,2,2010,0,5
PAK,Pakistan,MDA,Moldova,2,2010,0,5
PAK,Pakistan,NER,Niger,2,2010,0,4
PAK,Pakistan,ERI,Eritrea,2,2010,0,4
PAK,Pakistan,LVA,Latvia,2,2010,0,4
PAK,Pakistan,ZMB,Zambia,2,2010,0,4
PAK,Pakistan,MDG,Madagascar,2,2010,0,4
PAK,Pakistan,MWI,Malawi,2,2010,0,3
PAK,Pakistan,TGO,Togo,2,2010,0,3
PAK,Pakistan,BMU,Bermuda,2,2010,0,3
PAK,Pakistan,BGR,Bulgaria,2,2010,0,3
PAK,Pakistan,LAO,Laos,2,2010,0,3
PAK,Pakistan,LTU,Lithuania,2,2010,0,2
PAK,Pakistan,GAB,Gabon,2,2010,0,2
PAK,Pakistan,SLV,El Salvador,2,2010,0,2
PAK,Pakistan,TTO,Trinidad-Tobago,2,2010,0,2
PAK,Pakistan,VEN,Venezuela,2,2010,0,2
PAK,Pakistan,MRT,Mauritania,2,2010,0,2
PAK,Pakistan,REU,Reunion,2,2010,0,2
PAK,Pakistan,HTI,Haiti,2,2010,0,2
PAK,Pakistan,JEY,Jersey,2,2010,0,2
PAK,Pakistan,SOM,Somalia,2,2010,0,1
PAK,Pakistan,SAU,Saudi Arabia,3,2010,55967,88551
PAK,Pakistan,ARE,United Arab Emirates,3,2010,80346,82998
PAK,Pakistan,GBR,United Kingdom,3,2010,31564,43062
PAK,Pakistan,OMN,Oman,3,2010,9683,11513
PAK,Pakistan,USA,United States,3,2010,621,9640
PAK,Pakistan,KWT,Kuwait,3,2010,5192,7656
PAK,Pakistan,CAN,Canada,3,2010,3676,6961
PAK,Pakistan,CHN,China,3,2010,2247,6280
PAK,Pakistan,MYS,Malaysia,3,2010,1735,5231
PAK,Pakistan,THA,Thailand,3,2010,4252,4657
PAK,Pakistan,BHR,Bahrain,3,2010,1185,4187
PAK,Pakistan,QAT,Qatar,3,2010,3019,4099
PAK,Pakistan,ITA,Italy,3,2010,975,3980
PAK,Pakistan,BGD,Bangladesh,3,2010,3794,3916
PAK,Pakistan,DEU,Germany,3,2010,564,3518
PAK,Pakistan,ESP,Spain,3,2010,2424,3421
PAK,Pakistan,FRA,France,3,2010,2072,2976
PAK,Pakistan,IND,India,3,2010,2359,2708
PAK,Pakistan,AFG,Afghanistan,3,2010,2357,2472
PAK,Pakistan,HKG,Hong Kong (SAR),3,2010,1394,2193
PAK,Pakistan,AUS,Australia,3,2010,0,1730
PAK,Pakistan,GRC,Greece,3,2010,0,1489
PAK,Pakistan,NLD,Netherlands,3,2010,1200,1475
PAK,Pakistan,TUR,Turkey,3,2010,580,1467
PAK,Pakistan,NOR,Norway,3,2010,1243,1420
PAK,Pakistan,ZAF,South Africa,3,2010,0,1395
PAK,Pakistan,SGP,Singapore,3,2010,5,1357
PAK,Pakistan,LKA,Sri Lanka,3,2010,1094,1302
PAK,Pakistan,DNK,Denmark,3,2010,989,1184
PAK,Pakistan,EGY,Egypt,3,2010,0,1162
PAK,Pakistan,IRN,Iran,3,2010,655,1068
PAK,Pakistan,JPN,Japan,3,2010,488,944
PAK,Pakistan,SYR,Syria,3,2010,0,883
PAK,Pakistan,KOR,Korea (South),3,2010,0,883
PAK,Pakistan,NPL,Nepal,3,2010,743,784
PAK,Pakistan,CHE,Switzerland,3,2010,0,571
PAK,Pakistan,IRL,Ireland,3,2010,0,506
PAK,Pakistan,IDN,Indonesia,3,2010,0,429
PAK,Pakistan,SDN,Sudan,3,2010,0,429
PAK,Pakistan,RUS,Russia,3,2010,0,413
PAK,Pakistan,BEL,Belgium,3,2010,0,392
PAK,Pakistan,UZB,Uzbekistan,3,2010,277,342
PAK,Pakistan,LBN,Lebanon,3,2010,0,329
PAK,Pakistan,JOR,Jordan,3,2010,0,321
PAK,Pakistan,PHL,Philippines,3,2010,0,313
PAK,Pakistan,KEN,Kenya,3,2010,0,306
PAK,Pakistan,SWE,Sweden,3,2010,0,299
PAK,Pakistan,LBY,Libya,3,2010,0,282
PAK,Pakistan,YEM,Yemen,3,2010,0,269
PAK,Pakistan,TZA,Tanzania,3,2010,0,240
PAK,Pakistan,MAR,Morocco,3,2010,0,189
PAK,Pakistan,NGA,Nigeria,3,2010,0,170
PAK,Pakistan,AUT,Austria,3,2010,0,158
PAK,Pakistan,IRQ,Iraq,3,2010,0,157
PAK,Pakistan,UGA,Uganda,3,2010,0,152
PAK,Pakistan,NZL,New Zealand,3,2010,0,141
PAK,Pakistan,GHA,Ghana,3,2010,0,124
PAK,Pakistan,UKR,Ukraine,3,2010,0,124
PAK,Pakistan,BRA,Brazil,3,2010,0,112
PAK,Pakistan,ETH,Ethiopia,3,2010,0,109
PAK,Pakistan,VNM,Viet Nam,3,2010,0,105
PAK,Pakistan,MMR,Myanmar,3,2010,0,91
PAK,Pakistan,AZE,Azerbaijan,3,2010,0,88
PAK,Pakistan,MOZ,Mozambique,3,2010,0,85
PAK,Pakistan,CYP,Cyprus,3,2010,0,78
PAK,Pakistan,PRT,Portugal,3,2010,0,76
PAK,Pakistan,KAZ,Kazakhstan,3,2010,0,68
PAK,Pakistan,AGO,Angola,3,2010,0,65
PAK,Pakistan,MDV,Maldives,3,2010,0,57
PAK,Pakistan,CIV,Cote D'Ivoire,3,2010,0,52
PAK,Pakistan,DZA,Algeria,3,2010,0,48
PAK,Pakistan,TWN,Taiwan,3,2010,0,45
PAK,Pakistan,CHL,Chile,3,2010,0,42
PAK,Pakistan,CZE,Czech Republic,3,2010,0,41
PAK,Pakistan,POL,Poland,3,2010,0,39
PAK,Pakistan,SRB,Serbia,3,2010,0,38
PAK,Pakistan,MUS,Mauritius,3,2010,0,34
PAK,Pakistan,BWA,Botswana,3,2010,0,29
PAK,Pakistan,KHM,Cambodia,3,2010,0,27
PAK,Pakistan,ROU,Romania,3,2010,0,27
PAK,Pakistan,TUN,Tunisia,3,2010,0,27
PAK,Pakistan,HUN,Hungary,3,2010,0,24
PAK,Pakistan,FIN,Finland,3,2010,0,24
PAK,Pakistan,MWI,Malawi,3,2010,0,23
PAK,Pakistan,DJI,Djibouti,3,2010,0,22
PAK,Pakistan,LVA,Latvia,3,2010,0,21
PAK,Pakistan,ALB,Albania,3,2010,0,21
PAK,Pakistan,LSO,Lesotho,3,2010,0,21
PAK,Pakistan,ECU,Ecuador,3,2010,0,20
PAK,Pakistan,SWZ,Swaziland,3,2010,0,20
PAK,Pakistan,KGZ,Kyrgyzstan,3,2010,0,17
PAK,Pakistan,SEN,Senegal,3,2010,0,16
PAK,Pakistan,ARG,Argentina,3,2010,0,14
PAK,Pakistan,BLR,Belarus,3,2010,0,13
PAK,Pakistan,ZMB,Zambia,3,2010,0,12
PAK,Pakistan,GEO,Georgia,3,2010,0,12
PAK,Pakistan,MLT,Malta,3,2010,0,11
PAK,Pakistan,HRV,Croatia,3,2010,0,11
PAK,Pakistan,LAO,Laos,3,2010,0,10
PAK,Pakistan,PER,Peru,3,2010,0,8
PAK,Pakistan,MDG,Madagascar,3,2010,0,8
PAK,Pakistan,ERI,Eritrea,3,2010,0,7
PAK,Pakistan,TCD,Chad,3,2010,0,6
PAK,Pakistan,ZWE,Zimbabwe,3,2010,0,6
PAK,Pakistan,BGR,Bulgaria,3,2010,0,6
PAK,Pakistan,VEN,Venezuela,3,2010,0,5
PAK,Pakistan,CUB,Cuba,3,2010,0,4
PAK,Pakistan,DOM,Dominican Rep,3,2010,0,4
PAK,Pakistan,BRN,Brunei Darussalam,3,2010,0,3
PAK,Pakistan,GUM,Guam,3,2010,0,3
PAK,Pakistan,SYC,Seychelles,3,2010,0,3
PAK,Pakistan,TTO,Trinidad-Tobago,3,2010,0,3
PAK,Pakistan,SOM,Somalia,3,2010,0,3
PAK,Pakistan,PRY,Paraguay,3,2010,0,2
PAK,Pakistan,PRK,Korea (North),3,2010,0,2
PAK,Pakistan,PAN,Panama,3,2010,0,2
PAK,Pakistan,LUX,Luxembourg,3,2010,0,2
PAK,Pakistan,TGO,Togo,3,2010,0,2
PAK,Pakistan,MDA,Moldova,3,2010,0,2
PAK,Pakistan,MEX,Mexico,3,2010,0,2
PAK,Pakistan,NER,Niger,3,2010,0,2
PAK,Pakistan,NAM,Namibia,3,2010,0,2
PAK,Pakistan,RWA,Rwanda,3,2010,0,2
PAK,Pakistan,CRI,Costa Rica,3,2010,0,2
PAK,Pakistan,BMU,Bermuda,3,2010,0,2
PAK,Pakistan,SAU,Saudi Arabia,4,2010,65019,107327
PAK,Pakistan,ARE,United Arab Emirates,4,2010,78157,80506
PAK,Pakistan,GBR,United Kingdom,4,2010,37231,57170
PAK,Pakistan,OMN,Oman,4,2010,9403,11036
PAK,Pakistan,KWT,Kuwait,4,2010,5045,6917
PAK,Pakistan,USA,United States,4,2010,329,6674
PAK,Pakistan,CAN,Canada,4,2010,3506,6447
PAK,Pakistan,CHN,China,4,2010,1899,6004
PAK,Pakistan,MYS,Malaysia,4,2010,2511,5323
PAK,Pakistan,DEU,Germany,4,2010,1099,5136
PAK,Pakistan,THA,Thailand,4,2010,4017,4735
PAK,Pakistan,ITA,Italy,4,2010,2051,4227
PAK,Pakistan,BGD,Bangladesh,4,2010,3965,4113
PAK,Pakistan,QAT,Qatar,4,2010,3113,4082
PAK,Pakistan,BHR,Bahrain,4,2010,1112,4008
PAK,Pakistan,IND,India,4,2010,2785,3013
PAK,Pakistan,ESP,Spain,4,2010,2040,2648
PAK,Pakistan,AUS,Australia,4,2010,0,2022
PAK,Pakistan,NOR,Norway,4,2010,1774,1988
PAK,Pakistan,AFG,Afghanistan,4,2010,1786,1888
PAK,Pakistan,FRA,France,4,2010,1440,1858
PAK,Pakistan,HKG,Hong Kong (SAR),4,2010,1161,1595
PAK,Pakistan,DNK,Denmark,4,2010,1297,1536
PAK,Pakistan,NLD,Netherlands,4,2010,1196,1399
PAK,Pakistan,ZAF,South Africa,4,2010,0,1318
PAK,Pakistan,SGP,Singapore,4,2010,1,1299
PAK,Pakistan,TUR,Turkey,4,2010,541,1272
PAK,Pakistan,LKA,Sri Lanka,4,2010,1113,1266
PAK,Pakistan,SYR,Syria,4,2010,0,1167
PAK,Pakistan,GRC,Greece,4,2010,0,1085
PAK,Pakistan,IRN,Iran,4,2010,635,1058
PAK,Pakistan,JPN,Japan,4,2010,556,1007
PAK,Pakistan,UZB,Uzbekistan,4,2010,842,971
PAK,Pakistan,EGY,Egypt,4,2010,0,865
PAK,Pakistan,KOR,Korea (South),4,2010,0,665
PAK,Pakistan,NPL,Nepal,4,2010,459,639
PAK,Pakistan,RUS,Russia,4,2010,0,520
PAK,Pakistan,CHE,Switzerland,4,2010,0,513
PAK,Pakistan,IRL,Ireland,4,2010,0,480
PAK,Pakistan,KEN,Kenya,4,2010,0,434
PAK,Pakistan,PHL,Philippines,4,2010,0,357
PAK,Pakistan,SDN,Sudan,4,2010,0,347
PAK,Pakistan,JOR,Jordan,4,2010,0,326
PAK,Pakistan,AUT,Austria,4,2010,0,316
PAK,Pakistan,LBY,Libya,4,2010,0,310
PAK,Pakistan,YEM,Yemen,4,2010,0,301
PAK,Pakistan,IDN,Indonesia,4,2010,0,290
PAK,Pakistan,SWE,Sweden,4,2010,0,279
PAK,Pakistan,LBN,Lebanon,4,2010,0,279
PAK,Pakistan,BEL,Belgium,4,2010,0,260
PAK,Pakistan,TZA,Tanzania,4,2010,0,201
PAK,Pakistan,IRQ,Iraq,4,2010,0,140
PAK,Pakistan,UGA,Uganda,4,2010,0,139
PAK,Pakistan,NZL,New Zealand,4,2010,0,137
PAK,Pakistan,NGA,Nigeria,4,2010,0,128
PAK,Pakistan,ETH,Ethiopia,4,2010,0,110
PAK,Pakistan,KAZ,Kazakhstan,4,2010,0,106
PAK,Pakistan,VNM,Viet Nam,4,2010,0,105
PAK,Pakistan,UKR,Ukraine,4,2010,0,92
PAK,Pakistan,CYP,Cyprus,4,2010,0,88
PAK,Pakistan,MUS,Mauritius,4,2010,0,64
PAK,Pakistan,AZE,Azerbaijan,4,2010,0,63
PAK,Pakistan,GHA,Ghana,4,2010,0,61
PAK,Pakistan,ROU,Romania,4,2010,0,59
PAK,Pakistan,FIN,Finland,4,2010,0,58
PAK,Pakistan,AGO,Angola,4,2010,0,57
PAK,Pakistan,PRT,Portugal,4,2010,0,54
PAK,Pakistan,BRA,Brazil,4,2010,0,51
PAK,Pakistan,MAR,Morocco,4,2010,0,49
PAK,Pakistan,BWA,Botswana,4,2010,0,48
PAK,Pakistan,MDV,Maldives,4,2010,0,46
PAK,Pakistan,TWN,Taiwan,4,2010,0,41
PAK,Pakistan,DZA,Algeria,4,2010,0,33
PAK,Pakistan,CZE,Czech Republic,4,2010,0,33
PAK,Pakistan,KHM,Cambodia,4,2010,0,33
PAK,Pakistan,MMR,Myanmar,4,2010,0,28
PAK,Pakistan,LVA,Latvia,4,2010,0,26
PAK,Pakistan,KGZ,Kyrgyzstan,4,2010,0,24
PAK,Pakistan,CIV,Cote D'Ivoire,4,2010,0,21
PAK,Pakistan,HUN,Hungary,4,2010,0,21
PAK,Pakistan,CHL,Chile,4,2010,0,21
PAK,Pakistan,BLR,Belarus,4,2010,0,21
PAK,Pakistan,MOZ,Mozambique,4,2010,0,20
PAK,Pakistan,LAO,Laos,4,2010,0,19
PAK,Pakistan,SWZ,Swaziland,4,2010,0,19
PAK,Pakistan,POL,Poland,4,2010,0,18
PAK,Pakistan,ARG,Argentina,4,2010,0,18
PAK,Pakistan,ZWE,Zimbabwe,4,2010,0,17
PAK,Pakistan,MLT,Malta,4,2010,0,17
PAK,Pakistan,TUN,Tunisia,4,2010,0,15
PAK,Pakistan,MWI,Malawi,4,2010,0,14
PAK,Pakistan,GEO,Georgia,4,2010,0,11
PAK,Pakistan,GMB,Gambia,4,2010,0,8
PAK,Pakistan,BIH,Bosnia-Herzegovina,4,2010,0,8
PAK,Pakistan,SRB,Serbia,4,2010,0,8
PAK,Pakistan,NAM,Namibia,4,2010,0,6
PAK,Pakistan,ZMB,Zambia,4,2010,0,6
PAK,Pakistan,GIN,Guinea,4,2010,0,6
PAK,Pakistan,SEN,Senegal,4,2010,0,6
PAK,Pakistan,MDG,Madagascar,4,2010,0,5
PAK,Pakistan,PER,Peru,4,2010,0,5
PAK,Pakistan,ECU,Ecuador,4,2010,0,5
PAK,Pakistan,ERI,Eritrea,4,2010,0,5
PAK,Pakistan,TTO,Trinidad-Tobago,4,2010,0,4
PAK,Pakistan,SSD,South Sudan,4,2010,0,3
